id_name,comment,praisenum,time
?,哈哈！多了一个with阿信,1,2019/9/17 17:30
獨特,哈哈,0,2019/9/17 17:30
朱可（17865935330）,挚爱,0,2019/9/17 17:30
请不要打扰我,太难听了,0,2019/9/17 17:30
请不要打扰我,幸好没买,0,2019/9/17 17:29
王不留行,该评论已经被删除,0,2019/9/17 17:29
请不要打扰我,好难听呀,0,2019/9/17 17:29
樱井伟郁,买了,0,2019/9/17 17:28
梦醒时分,演唱会。梦,0,2019/9/17 17:28
大帝k,我花了3块钱买了。结果我朋友没花钱，也能听，为啥,0,2019/9/17 17:27
叁玖。,够烂的,0,2019/9/17 17:27
子月,哈哈,0,2019/9/17 17:26
???嚣张.??,新歌来了，新专辑啥时候出啊，迫不及待,1,2019/9/17 17:25
星河,周杰伦还是周杰伦啊，把QQ音乐都long崩溃，我喜欢,0,2019/9/17 17:24
Nico Wong,600万张了要,0,2019/9/17 17:24
晒太阳好了,小学四年级开始听杰伦，今年大四，这首歌确实没有达到预期中的效果，但是买是一定要的！,0,2019/9/17 17:23
乄繁华灬末世,三块钱亏了，这唱的啥玩意啊,1,2019/9/17 17:22
八十九,编曲一般，歌词就更别说了。,3,2019/9/17 17:21
子.不语,是的 没错 就是这个男人 发的这首歌 让我失眠了一整夜... ,1,2019/9/17 17:20
栖丶,希望能有机会去杰伦的演唱会[em]e401236[/em][em]e401236[/em][em]e401236[/em],0,2019/9/17 17:20
乄繁华灬末世,失望 真的是难听 但是你还是青春 [em]e400906[/em],0,2019/9/17 17:20
Dank dir.,第二段是不是不是周杰伦的声音？怎么不一样？,1,2019/9/17 17:19
它不香嘛,快突破600万张了！,0,2019/9/17 17:19
乄繁华灬末世,只有我觉得不怎么好听吗[em]e400824[/em],1,2019/9/17 17:19
Dank dir.,新专辑谁知道还有多久发行啊？,0,2019/9/17 17:18
乄繁华灬末世,该评论已经被删除,0,2019/9/17 17:18
鑫x2,第一遍听很平淡，第二遍听旋律一如既往周董的风格，第三遍仔细听过歌词后眼睛开始模糊，第四遍边听边回忆着青春已然泪崩了，第五遍嘛，貌似已经挺不到第五遍了......,2,2019/9/17 17:17
花前月下闲品茗,能免费听吗,0,2019/9/17 17:17
i'm_J,蔡徐坤到底有多少水军，粉丝关注才200多万，新歌MV才50多万人看，留言才1万，怎么和杰伦比笑死了,2,2019/9/17 17:17
张恩尚.,说好不哭      后来还是算了,0,2019/9/17 17:17
Jay,希望能有机会去杰伦的演唱会[em]e401236[/em][em]e401236[/em][em]e401236[/em],1,2019/9/17 17:16
黄德锋,我不服,0,2019/9/17 17:15
Poros,新专辑谁知道还有多久发行啊？,0,2019/9/17 17:13
Poros,新专辑谁知道还有多久发行啊？,1,2019/9/17 17:13
　　　,评论是卡了么,0,2019/9/17 17:11
Xu,一人血书催下一首[em]e401121[/em],1,2019/9/17 17:11
乌黏叻,哎，说句实话，有点失望，我以为这张专辑里会有起码十首歌，原来就一首，而且我不怎么喜欢这首歌，我还是继续听老专辑吧，我还是喜欢前几张专辑的风格[em]e400867[/em],0,2019/9/17 17:11
Handel Cavil,哎，说句实话，有点失望，我以为这张专辑里会有起码十首歌，原来就一首，而且我不怎么喜欢这首歌，我还是继续听老专辑吧，我还是喜欢前几张专辑的风格[em]e400867[/em],0,2019/9/17 17:11
cww,qq音乐年会员就是为了听周杰伦的歌,1,2019/9/17 17:11
Papillon,永远的偶像！,1,2019/9/17 17:10
李明德,突然加了（with）唉。。还是希望是杰伦自己独唱的，。[em]e400867[/em][em]e400867[/em],1,2019/9/17 17:10
霖,如果有一天 我带你去看周杰伦的演唱会 那么你一定对我很重要 因为我带你去看的 是我一整个青春[em]e401137[/em],0,2019/9/17 17:10
Handel Cavil,哎，说句实话，有点失望，我以为这张专辑里会有起码十首歌，原来就一首，而且我不怎么喜欢这首歌，我还是继续听老专辑吧，我还是喜欢前几张专辑的风格[em]e400867[/em],0,2019/9/17 17:10
(?￣? ?? ￣??),第二段是不是不是周杰伦的声音？怎么不一样？,0,2019/9/17 17:10
啊辉,如果有一天 我带你去看周杰伦的演唱会 那么你一定对我很重要 因为我带你去看的 是我一整个青春[em]e401137[/em],0,2019/9/17 17:09
西班牙陷阱,单曲循环,0,2019/9/17 17:09
Saudade,aaaa我花了我一顿饭钱  买来的 emmmm 值得  哈哈哈哈哈,0,2019/9/17 17:08
Smile Again丶,2019年9月十六日，我的生日，周董送我最好的生日礼物。,0,2019/9/17 17:08
乌黏叻,哎，说句实话，有点失望，我以为这张专辑里会有起码十首歌，原来就一首，而且我不怎么喜欢这首歌，我还是继续听老专辑吧，我还是喜欢前几张专辑的风格[em]e400867[/em],1,2019/9/17 17:07
A兰达中联吊配13975129593,说实话不如以前的歌好听，不过比现在很多新生代歌手的歌好太多了,0,2019/9/17 17:06
乌黏叻,第二段是不是不是周杰伦的声音？怎么不一样？,0,2019/9/17 17:06
Speedy?Alone,我真的哭了,0,2019/9/17 17:06
Jerry,能遇见一个肯为你吃苦耐劳付出的人是你这辈子最大的福气,2,2019/9/17 17:05
Mr's布朗森,喜欢,0,2019/9/17 17:04
ゞ 尐 べ_尐ゞ傑,虽然周董年龄都大了好多 不过我还是喜欢你听的歌  看你的MV  加油周董 永远支持你的每首歌歌曲[em]e400408[/em][em]e400420[/em],0,2019/9/17 17:03
风の化石,第二段是不是不是周杰伦的声音？怎么不一样？,0,2019/9/17 17:03
蘭花水墨烬千年,哎，说句实话，有点失望，我以为这张专辑里会有起码十首歌，原来就一首，而且我不怎么喜欢这首歌，我还是继续听老专辑吧，我还是喜欢前几张专辑的风格[em]e400867[/em],0,2019/9/17 17:02
麥田裡的守望者ぃ,棒,0,2019/9/17 17:02
腾一,1.2倍速听  就舒服了,0,2019/9/17 17:02
拿不出证据,好听，周氏风格！,1,2019/9/17 17:01
ruin,不知道谁在我QQ音乐上买的 谢谢了,0,2019/9/17 16:59
PALADIN,诸位八零后的朋友，大家好[em]e400396[/em],1,2019/9/17 16:59
须臾。,说好不哭最后还是哭成[em]e400342[/em],0,2019/9/17 16:58
白书一,此刻 有些羡慕听了毫无感触的人 至少他们心里没有喜欢过却分开了的难过  我很想你zsr 山水再无重逢之时 祝你过的好,1,2019/9/17 16:58
Y,该评论已经被删除,0,2019/9/17 16:57
KZEN,就TM一首歌，就周郎才尽了？一群云听众，明年20周年炸不死你,3,2019/9/17 16:57
ㄨDesperado＾,我爱小P，我要跟她生一个足球队,0,2019/9/17 16:57
itswyc,果然周董还是最懂青春的那个人！,1,2019/9/17 16:57
Sunset,我还记得我听过的第一首周董的歌是稻香[em]e400832[/em][em]e400832[/em]，不知道你们是什么,0,2019/9/17 16:56
淡然,哎呦不错哦,0,2019/9/17 16:56
暖暖,我一块，文山一块，阿信一块嘿嘿,0,2019/9/17 16:56
洗象,期望太高了，伴随着失望也高，跟巅峰期作品比，差了点,2,2019/9/17 16:54
o.,专辑不能送人吗,0,2019/9/17 16:54
伦子伦子,这首歌没有惊喜，坐等新专其他歌打我脸[em]e400875[/em]，就是不知道啥时候的事了,2,2019/9/17 16:54
故人,不适合我,0,2019/9/17 16:53
易,是青春的声音，感谢有你，在最好的年纪，有你,0,2019/9/17 16:52
??,周董加分，阿信加分，沃兹加分，整首歌再加无限分！[em]e400823[/em],0,2019/9/17 16:52
李佳怡,最棒的你[em]e400420[/em][em]e400420[/em][em]e400420[/em],0,2019/9/17 16:52
李子涵,周杰伦粉丝快破两千五了[em]e400825[/em][em]e400825[/em],0,2019/9/17 16:51
樹ㄒ㊣つき№光☆Forever☆,真好听[em]e400831[/em],0,2019/9/17 16:51
Sam-叶,你陪我慢慢长大，我陪你被慢慢变老,1,2019/9/17 16:51
五行缺钱,支持杰伦,0,2019/9/17 16:51
诺宝麻麻,早已物是人非，各自安好吧,1,2019/9/17 16:51
Jay?飞,歌词不错哦⊙?⊙！也很好听,0,2019/9/17 16:50
ゞ 正在缓冲99%,最浅薄的关系就是 你一个错误就让他忘记了你所有的好,2,2019/9/17 16:50
林晶晶,永远爱杰伦? 支持才是真的? ?有作品听才是最完美的? ? 青春有你,1,2019/9/17 16:49
默,失望 真的是难听 但是你还是青春 [em]e400906[/em],2,2019/9/17 16:49
阿尧你得减肥呀,我哭的好大声,0,2019/9/17 16:48
? I Do,如果有一天 我带你去看周杰伦的演唱会 那么你一定对我很重要 因为我带你去看的 是我一整个青春,1,2019/9/17 16:47
ke s,每次出新歌心情都好激动[em]e401236[/em],0,2019/9/17 16:47
　,66666,0,2019/9/17 16:47
peachy,这首歌很周杰伦！,0,2019/9/17 16:46
叶落,伴我考过了科目三和科目四[em]e400848[/em]谢谢周董,0,2019/9/17 16:45
小白白白白,。。。3分吧,0,2019/9/17 16:44
时光不再流逝,B站放着MV，我来这里刷个评论可以不，哈哈哈，循环10边开启....个好不好听已经无所谓了，关键是杰伦的声音好听就行，我的ido，在我最失落的时候给我力量,0,2019/9/17 16:43
勤勉的吃货,我的少年，我的青春，我的周杰伦[em]e400106[/em],0,2019/9/17 16:42
·,承载了一整段青春。[em]e401236[/em],0,2019/9/17 16:41
曼妙时光,哈,0,2019/9/17 16:41
C一撇一捺默写牵挂,哦妖怪,0,2019/9/17 16:41
抠抠,woz，庆贺吧,1,2019/9/17 16:41
杂人,等好久了，终于等到。,0,2019/9/17 16:40
Beauty,为什么这个调调一出来我就眼眶红了,0,2019/9/17 16:40
长坏的了的男人,一首歌三块钱？ ,0,2019/9/17 16:40
、、、,听歌前，都是花钱来的嚣张点；听歌后，我先循环个一天你们慢慢玩[em]e400837[/em],0,2019/9/17 16:39
嘿嘿嘿,买就完了,1,2019/9/17 16:37
霍霍祸祸,我一块，文山一块，阿信一块嘿嘿,4,2019/9/17 16:37
木槿木槿,谁的青春没有一个周杰伦呢 一直喜欢杰伦 以后也会支持下去,0,2019/9/17 16:36
铭恬,歌曲普通吗？确实很普通，但是普通的却很让人有代入感，就和周董的很多歌曲的MV一样，很少有GOOD ENDING，一般都是比赛第二，男女主未能在一起等等，但这就是现实啊，无奈的现实，让我们很有感触的现实,3,2019/9/17 16:36
明天会更好,只有我觉得不怎么好听吗[em]e400824[/em],4,2019/9/17 16:35
EFFORT,还记得初中时候整天单曲循环的《给我一首歌的时间》转眼已到快成家立业的我，还没去过你的演唱会，我想在不远的将来，一定会和心爱的人一起去看你的演唱会，那个陪伴我整个青春的人。,1,2019/9/17 16:34
微风不燥.,可以退钱吗[em]e400834[/em],0,2019/9/17 16:34
踏雪无痕,没有想象的好，相比他的其他歌，没有突出,1,2019/9/17 16:34
kiki88,多谢你做我平淡岁月里的日月星辰,1,2019/9/17 16:34
背后有神助C,看到发售第一时间来买，全平台买了一遍，期待新专辑,0,2019/9/17 16:33
意中人,以后我想嫁给跟我一样喜欢周杰伦的男人，喜欢周杰伦的人他一定懂我。,2,2019/9/17 16:33
超级龙丫丫,感动。好听,0,2019/9/17 16:32
竺鹿,奶茶店打工的妹子怎么可能买的起哈苏[em]e400867[/em],0,2019/9/17 16:32
 Mr.D〆频道,林俊杰的上个月发的新歌才卖了29万多张，周杰伦这新歌还不到一天就快600万张了！[em]e400824[/em],0,2019/9/17 16:31
意中人,陪伴我整个青春的男人[em]e400116[/em][em]e400116[/em][em]e400116[/em],0,2019/9/17 16:30
A0 林氏鞋业,我伦的歌适合单曲循环。耐听,1,2019/9/17 16:30
Tue、涛!!,想带你看我的青春，你却只顾及我的未来 ,0,2019/9/17 16:29
@,音乐皇帝最屌不过周杰伦 想拿第一就看他想不想拿了,0,2019/9/17 16:29
十一月的萧邦,来了 &nbsp;,0,2019/9/17 16:29
All full c you,以前羡慕爸妈那个年代有哥哥 现在庆幸我们有杰伦,0,2019/9/17 16:28
拘束,杰伦是我青春里的一道伤痕 伤疤刻在心里 青春难逃苦涩 想哭不是因为歌曲忧伤 而是再也回不去了,0,2019/9/17 16:27
Hannah,666,0,2019/9/17 16:26
SQC,11月南京见,0,2019/9/17 16:26
龙昊,三年磨一剑（专辑）,0,2019/9/17 16:26
Katherine～,你是青春是懵懂是甜蜜,0,2019/9/17 16:25
?,失望 真的是难听 但是你还是青春 [em]e400906[/em],4,2019/9/17 16:25
羊_先森,不好听 ,1,2019/9/17 16:25
齐鸣,我现在买得起演唱会的门票了， 当初要和我一起去看你演唱会的她却早已不再我身边!,0,2019/9/17 16:24
拂,蔡依林粉丝前来支持,0,2019/9/17 16:23
Sucre,支持退款吗？,2,2019/9/17 16:23
すきだ,我们的青春又来了,0,2019/9/17 16:23
蓝色添乱,不好听 ,3,2019/9/17 16:21
余生，一生,见过让一个软件崩服务器的人吗？ 他就是周杰伦！出道19年发一个曲子依旧火爆的周杰伦，音乐皇帝！,0,2019/9/17 16:21
益生菌Coco,庆贺吧!他是......,0,2019/9/17 16:20
少年与梦?,越听越有感觉,2,2019/9/17 16:19
。。。。。。,新曲听的第一反应，普通。心里其实是有点落差的。。这是一首熟悉的、普通的周杰伦的慢歌。。。但是多听两遍之后。。。耐听啊。。。。挺好听的。。 果然还是慢歌负责传唱，快歌负责炫技的标准周杰伦的路数,2,2019/9/17 16:19
??,有没有懂的同学说下，今年是只发这一首歌吗？还是说过几天还会发一张大的专辑？,1,2019/9/17 16:18
拘束,从没一个歌王卡在一代人出生的时代开始崛起，引领了一个时代，伴随了一代人长大,2,2019/9/17 16:17
不能说的秘密,有生之年一定要去一次杰伦的演唱会,1,2019/9/17 16:16
刘小森,为了周董，下回qw音乐,0,2019/9/17 16:15
°∴ ☆．．·°馮",不是钱的问题吧~毕竟这首歌到现在，应该用了不止1600万了吧~我的青春不止这1600万。,0,2019/9/17 16:15
椿,还收费  就给谁多愿意听似的,1,2019/9/17 16:14
Rojer,重新下载QQ音乐，以为需要开会员才能听周杰伦的新歌，然后先买了年会员，结果发现原来只要花三块钱就好了。[em]e400862[/em]，为杰伦花点钱真的不容易呀。,1,2019/9/17 16:12
丁琳 【满庭装饰】,一直开绿钻只为听我伦[em]e400116[/em] 继续支持支持,1,2019/9/17 16:11
RiceRice饭饭,"kaman rider , Woz,action,hankxin",1,2019/9/17 16:10
| 、 江晓虞 ?,如果有一个人发歌，能让腾讯股价上涨，那他一定是周！杰！伦！,1,2019/9/17 16:08
老单宇,如果有一天遇见想要共度一生的她，那婚礼前一定会带她去看场杰伦的演唱会，把我的所有过去对你诉说，听的每句词都是我的青春！,2,2019/9/17 16:06
Xsoul_Charles,和我一样觉得不好听的请诚实地留下赞,3,2019/9/17 16:06
Victory,难道就这一首歌吗？还是说后面会有其他歌陆续上线？,0,2019/9/17 16:06
Paradise,mv居然把我给看哭了,0,2019/9/17 16:05
呦呦、煎饼果子来一个,谢谢周董给我快乐童年,0,2019/9/17 16:05
桔子,什么时候能去看一场周杰伦的演唱会呢，期待,0,2019/9/17 16:04
П℡黄先森，,不容易啊，出道19年了，其他歌手基本不和别人比，有歌就行了，就这个人比了一茬又一茬～流水的娱乐圈，铁打的周杰伦[em]e400849[/em],2,2019/9/17 16:02
坚持拼搏,周郎 这是油尽灯枯了？,0,2019/9/17 16:01
イリヤスフィール·フォン,等你很久了杰伦[em]e400835[/em],0,2019/9/17 16:01
也?,还收费  就给谁多愿意听似的,1,2019/9/17 16:00
П℡黄先森，,不听还怎么这么多刷存在感[em]e400824[/em],1,2019/9/17 16:00
也?,为什么要钱,0,2019/9/17 16:00
十四,还收费  就给谁多愿意听似的,0,2019/9/17 16:00
RoBot,为什么要钱,0,2019/9/17 15:59
 執,还收费  就给谁多愿意听似的,1,2019/9/17 15:59
杨康,杰伦加油[em]e401664[/em](^ω^)[em]e401658[/em],0,2019/9/17 15:59
摄影师WuQi,我刚才让我老婆给我买台哈苏，她问我多少钱，我说一辆奔驰E吧……  她紧捏着拖鞋向我靠近，虽然打的很重但我没哭，两小时后我抽了口烟…… 终于明白为什么叫《说好不哭》了,0,2019/9/17 15:58
小刘,不好听，感觉像凑数的。。。。。。。。。。。。。。。,1,2019/9/17 15:58
好不好,我为阿信,1,2019/9/17 15:58
已久,希望未来还有你,1,2019/9/17 15:57
终结者?,说听周杰伦的歌是整个青春有点大了 但是听到某些旋律回忆起那个时候的某些画面，那个画面感还是很强烈的，,0,2019/9/17 15:57
波西米亚狂想曲,结巴一首歌卖三块钱。[em]e400841[/em],0,2019/9/17 15:56
啊咧～,我买的第一张专辑！！！！,0,2019/9/17 15:56
sssssssnail,还收费  就给谁多愿意听似的,0,2019/9/17 15:54
Tshirtっ?,周郎 这是油尽灯枯了？,2,2019/9/17 15:54
Н. Л. Ф.风沙星辰,吹爆杰伦 吹爆cxh哈哈哈哈哈,0,2019/9/17 15:54
我叫罗宾翰,2000年听你的歌到现在了。U盘里面依旧存留着简单爱和忍者。,0,2019/9/17 15:54
破原渡,为了你重新下载了N多年没再用的app[em]e401236[/em],1,2019/9/17 15:51
z,1600万到手,1,2019/9/17 15:50
余生渡劫,见过让一个软件崩服务器的人吗？ 他就是周杰伦！出道19年发一个曲子依旧火爆的周杰伦，音乐皇帝！,0,2019/9/17 15:50
、善始者从,青春的爱、从来都是另一种记忆舍不掉放不开、更加忘不了,0,2019/9/17 15:50
余生渡劫,如果有一天 我带你去看周杰伦的演唱会 那么你一定对我很重要 因为我带你去看的 是我一整个青春[em]e401137[/em],0,2019/9/17 15:50
周周周、,依然周杰伦,0,2019/9/17 15:50
太可爱了吧,为了你重新下载了N多年没再用的app[em]e401236[/em],0,2019/9/17 15:50
破原渡,为了你重新下载了N多年没再用的app[em]e401236[/em],0,2019/9/17 15:49
廖帆,好听,0,2019/9/17 15:48
于大仙儿,听了那么多年盗版[em]e400824[/em]这次补上,0,2019/9/17 15:46
许清欢祝许嵩514生快。,曾几何时，你也是我的青春，如今再来听你的歌，感觉又不一样了......不过，这首歌真的很让人感动[em]e400867[/em][em]e400867[/em],1,2019/9/17 15:46
JR_陌宇影,好听啊！！两大天王的碰撞[em]e400408[/em][em]e400408[/em],0,2019/9/17 15:46
Infinite,如果有一天 我带你去看周杰伦的演唱会 那么你一定对我很重要 因为我带你去看的 是我一整个青春,1,2019/9/17 15:46
人生若只如初见,听第二遍 发现挺好听的,1,2019/9/17 15:45
海驴,少了点感觉 ,1,2019/9/17 15:45
瓦解,十张=一杯奶茶。每人十张就能请杰伦喝一辈子奶茶[em]e400851[/em][em]e400851[/em][em]e400851[/em][em]e400851[/em],0,2019/9/17 15:43
太可爱了吧,为了你重新下载了N多年没再用的app[em]e401236[/em],0,2019/9/17 15:43
木木风'',词：方文山 曲：周杰伦 ,2,2019/9/17 15:42
破原渡,为了你重新下载了N多年没再用的app[em]e401236[/em],0,2019/9/17 15:41
大龙,去微软请问让他去我,0,2019/9/17 15:40
大龙,去二万人,0,2019/9/17 15:40
大龙,下实现多线程  ,0,2019/9/17 15:40
lemonmilky,确实是为周董开的绿钻[em]e400867[/em][em]e400867[/em][em]e400867[/em]等首新歌儿不容易,0,2019/9/17 15:40
井冈山红色培训309946735,三块钱亏了，这唱的啥玩意啊,0,2019/9/17 15:39
烟味,终于来了,0,2019/9/17 15:38
有①嚸嚸槑,想带你去看周杰倫的演唱会，想带你看看我的青春！YN，想你~,1,2019/9/17 15:38
喜新恋旧,孟繁博以后我们一起去看周杰伦的演唱会吧,1,2019/9/17 15:38
it's   overcast   today.,将来要带一位生命中最重要的人去看周董的演唱会。[em]e400823[/em],0,2019/9/17 15:37
#,周杰伦 值 #,0,2019/9/17 15:37
波妞,如果有一天 我带你去看周杰伦的演唱会 那么你一定对我很重要 因为我带你去看的 是我一整个青春[em]e401137[/em],0,2019/9/17 15:35
祁叔,我的青春不是周杰伦………。是艾薇儿~,0,2019/9/17 15:33
光之翼。,我在呢、一直关注着,0,2019/9/17 15:33
oliver,记得那个时候听周董的歌不用绿钻也可以，记得那个时候有苦有甜，那个时候的我们很单纯，也很简单。不过有些东西再也回不去了,0,2019/9/17 15:33
怪蜀黍,我的青春不是周杰伦………。是艾薇儿~,0,2019/9/17 15:32
井冈山红色培训309946735,眼看着你难过，挽留的话却没有说。 ,1,2019/9/17 15:31
从前从前,周杰伦,0,2019/9/17 15:31
虫不知,那些年，我们用磁带和CD机听周杰伦的歌。 如今，我们熬着夜用手机听周杰伦的新单曲。 那么多年过去了，有些东西变了那么多，而有些东西却从未改变—— 就比如这十年。    多少人，从周杰伦到周杰伦。,0,2019/9/17 15:31
等着周五卖奶茶。,从前从前，有个人爱你很久。,0,2019/9/17 15:31
*&赵X文XJ&*,期待期待,0,2019/9/17 15:30
pigeon,没有了联络，后来的生活，我连听别人说的机会都没有,1,2019/9/17 15:29
十万,十万里十万人等你,1,2019/9/17 15:29
百鬼夜行,周周，我好想你哦,0,2019/9/17 15:28
爆ぃ笑『开心』果,见过让一个软件崩服务器的人吗？ 他就是周杰伦！出道19年发一个曲子依旧火爆的周杰伦，音乐皇帝！,0,2019/9/17 15:27
Ou.小鸥,这个清晨，有多少人为了杰伦重新下回QQ音乐。挚爱杰伦。,1,2019/9/17 15:27
小小,尼玛，咋个要钱,2,2019/9/17 15:26
冷蝶如雪??,愿听到这首歌后每个人都能回到纯真的生活～[em]e401148[/em],0,2019/9/17 15:26
Ou.小鸥,等哭了，听哭了，看哭了。为杰伦陪伴的青春，为自己逝去的年少，为阿信的突然好想你，为MV里的成全……听杰伦的，说好不哭。,0,2019/9/17 15:26
苏苏,哈哈，排行榜杰伦包了,1,2019/9/17 15:25
祁叔,我的青春不是周杰伦………。是艾薇儿~,0,2019/9/17 15:25
˙?˙,上初中就听周杰伦的歌了，那时候的本子上记的全是你的歌词。,1,2019/9/17 15:25
怪蜀黍,我的青春不是周杰伦………。是艾薇儿~,0,2019/9/17 15:25
杰伦丶不能說的秘密,啦啦啦 没哭没哭[em]e400826[/em],0,2019/9/17 15:24
N,三块钱亏了，这唱的啥玩意啊,0,2019/9/17 15:24
July,是谁说杰伦的歌不行了，我可有有Q音崩过的服务器作证。,2,2019/9/17 15:24
冷蝶如雪??,好听～安静静的听出[em]e401148[/em]～,0,2019/9/17 15:24
祁叔,我的青春不是周杰伦………。是艾薇儿~,0,2019/9/17 15:24
怪蜀黍,我的青春不是周杰伦………。是艾薇儿~,0,2019/9/17 15:24
橙子先生, 8.MV三分四十八秒，周杰倫和五月天阿信名字的首字合在一起刚好是“周五”，此前杰伦曾在五月天演唱会上提过周五组合。 9.副歌部分是欧珑香水广告曲，由周杰伦作曲,1,2019/9/17 15:24
祁叔,我的青春不是周杰伦………。是艾薇儿~,0,2019/9/17 15:23
半岛〆弥沙,正在播放《说好不哭》 ●━━━━━─────── 03：42 ? ? ???? ??? ?? 请备好纸巾，他说会哭。,1,2019/9/17 15:23
Ti,刚开始听以为是周总回忆以前的时光，多听几遍发现这是自己的回忆呀，对不起我做不到说好的不哭。,1,2019/9/17 15:23
Sebrina,&nbsp;如果有来生，我还是想听着你的歌长大,0,2019/9/17 15:23
Secret.,看着MV，感觉他老了，照了照镜子，嗯，我也是...,2,2019/9/17 15:23
怪蜀黍,我的青春不是周杰伦………。是艾薇儿~,1,2019/9/17 15:23
?风一样的男人,期待新专辑,0,2019/9/17 15:22
怪蜀黍,我的青春不是周杰伦………。是艾薇儿~,0,2019/9/17 15:22
怪蜀黍,我的青春不是周杰伦………。是艾薇儿~,0,2019/9/17 15:21
Chris Cola,买买买，买爆~ ,0,2019/9/17 15:21
怪蜀黍,我的青春不是周杰伦………。是艾薇儿~,0,2019/9/17 15:21
上海正聚-储天,后来，你的事情，都是他们告诉我。,2,2019/9/17 15:21
怪蜀黍,我的青春不是周杰伦………。是艾薇儿~,0,2019/9/17 15:20
祁叔,我的青春不是周杰伦………。是艾薇儿~,0,2019/9/17 15:20
怪蜀黍,我的青春不是周杰伦………。是艾薇儿~,0,2019/9/17 15:19
想念,这首新哥确实很失望，可能是之前期望太高了，老实说这首歌和说好的幸福呢风格上很像，但是差幸福呢太多了,0,2019/9/17 15:19
无与伦比,不知道明年能不能找到一起听杰伦演唱会的人,0,2019/9/17 15:19
杨洋,整个青春?,0,2019/9/17 15:18
祁叔,我的青春不是周杰伦………。是艾薇儿~,1,2019/9/17 15:18
怪蜀黍,我的青春不是周杰伦………。是艾薇儿~,0,2019/9/17 15:18
袖子,别放弃 要坚持 一定要快乐 说好不哭的,0,2019/9/17 15:18
怪蜀黍,我的青春不是周杰伦………。是艾薇儿~,0,2019/9/17 15:18
祁叔,我的青春不是周杰伦………。是艾薇儿~,0,2019/9/17 15:17
怪蜀黍,我的青春不是周杰伦………。是艾薇儿~,0,2019/9/17 15:17
祁叔,我的青春不是周杰伦………。是艾薇儿~,0,2019/9/17 15:17
怪蜀黍,我的青春不是周杰伦………。是艾薇儿~,0,2019/9/17 15:16
祁叔,我的青春不是周杰伦………。是艾薇儿~,0,2019/9/17 15:16
怪蜀黍,我的青春不是周杰伦………。是艾薇儿~,0,2019/9/17 15:15
烟鬼ヽ,为什么感觉这首歌，是杰伦在说，要跟青春告别呢。,0,2019/9/17 15:14
Smile,暗恋时《等你下课》 热恋时《告白气球》 分手时《不爱我就拉倒》 分手后《说好不哭》  周杰伦还是那个最懂青春的人[em]e401236[/em],0,2019/9/17 15:14
祁叔,我的青春不是周杰伦………。是艾薇儿~,0,2019/9/17 15:14
怪蜀黍,我的青春不是周杰伦………。是艾薇儿~,0,2019/9/17 15:14
我回来时会变得更强,周青春。,0,2019/9/17 15:14
June_,2020年 ，会一起去看杰伦的演唱会吗 ？,0,2019/9/17 15:14
?读你?,支持支持支持,0,2019/9/17 15:13
玫瑰人生,杰伦小公举，冲鸭！,0,2019/9/17 15:13
祁叔,我的青春不是周杰伦………。是艾薇儿~,0,2019/9/17 15:12
怪蜀黍,我的青春不是周杰伦………。是艾薇儿~,0,2019/9/17 15:12
古月萧,没有那么迫不及待，第二天我不紧不慢的买了专辑听。不凑热闹舒服且自在？,0,2019/9/17 15:11
笨小孩,买了，支持一下，毕竟是周杰伦啊。当年第一次听双节棍那时候第一印象是“这唱的啥？,1,2019/9/17 15:11
Jason,如果有一天 我带你去看周杰伦的演唱会 那么你一定对我很重要 因为我带你去看的 是我一整个青春[em]e401137[/em],0,2019/9/17 15:11
永泰金服,周杰伦：唱到不能唱为止，胖到不能胖为止 soul的歌迷朋友：你快闭嘴吧你 ,0,2019/9/17 15:11
祁叔,我的青春不是周杰伦………。是艾薇儿~,0,2019/9/17 15:10
说声哈喽啊,暗恋时《等你下课》 热恋时《告白气球》 分手时《不爱我就拉倒》 分手后《说好不哭》,1,2019/9/17 15:09
蜗牛,过了这么久 依旧激动,0,2019/9/17 15:09
祁叔,我的青春不是周杰伦………。是艾薇儿~,0,2019/9/17 15:09
怪蜀黍,我的青春不是周杰伦………。是艾薇儿~,0,2019/9/17 15:08
不知道是谁的号,[em]e400198[/em]支持支持,0,2019/9/17 15:08
兮云,我好想知道第一个买数字专辑的是谁,0,2019/9/17 15:08
云天,买它纯粹是为了沃公公！！！！,0,2019/9/17 15:08
梦有所依ヾ,说好不哭哈,0,2019/9/17 15:07
祁叔,我的青春不是周杰伦………。是艾薇儿~,1,2019/9/17 15:07
99,也不知道你都带谁去听过周杰伦演唱会 也不知道多我一个行不行,0,2019/9/17 15:06
洋总.,正在播放《说好不哭》 ●━━━━━─────── 03：42 ? ? ???? ??? ?? 请备好纸巾，他说会哭。 400  1  指法芬芳张大仙z  昨天23:42,1,2019/9/17 15:06
Alan,双截棍年代，已经是18年前了[em]e400867[/em][em]e400867[/em][em]e400867[/em],2,2019/9/17 15:04
祁叔,我的青春不是周杰伦………。是艾薇儿~,1,2019/9/17 15:04
包子,周董的新歌来了，[em]e400530[/em]的青春也回来了,2,2019/9/17 15:03
怪蜀黍,我的青春不是周杰伦………。是艾薇儿~,1,2019/9/17 15:03
Amanda,我的青春不是周杰伦………。是艾薇儿~,1,2019/9/17 15:03
