date,tq,temp,wind
2012年8月10日,晴/多云,33℃/24℃,无持续风向≤3级/无持续风向≤3级
2012年8月11日,阴/阵雨,29℃/23℃,无持续风向≤3级/无持续风向≤3级
2012年8月12日,阵雨/多云,28℃/21℃,无持续风向≤3级/无持续风向≤3级
2012年8月13日,晴/多云,30℃/22℃,无持续风向≤3级/无持续风向≤3级
2012年8月14日,阴/阵雨,27℃/19℃,无持续风向≤3级/无持续风向≤3级
2012年8月15日,晴/晴,31℃/20℃,无持续风向≤3级/无持续风向≤3级
2012年8月16日,晴/多云,31℃/22℃,无持续风向≤3级/无持续风向≤3级
2012年8月17日,阴/阵雨,29℃/22℃,无持续风向≤3级/无持续风向≤3级
2012年8月18日,阴/阴,28℃/22℃,无持续风向≤3级/无持续风向≤3级
2012年8月19日,晴/多云,31℃/22℃,无持续风向≤3级/无持续风向≤3级
2012年8月20日,阴/阵雨,30℃/21℃,无持续风向≤3级/北风3-4级
2012年8月21日,晴/晴,29℃/17℃,北风3-4级/北风3-4级
2012年8月22日,晴/晴,28℃/16℃,无持续风向≤3级/无持续风向≤3级
2012年8月23日,晴/晴,30℃/18℃,无持续风向≤3级/无持续风向≤3级
2012年8月24日,晴/晴,29℃/18℃,无持续风向≤3级/无持续风向≤3级
2012年8月25日,晴/晴,30℃/19℃,无持续风向≤3级/无持续风向≤3级
2012年8月26日,多云/阵雨,29℃/22℃,无持续风向≤3级/无持续风向≤3级
2012年8月27日,阵雨/雷阵雨,27℃/21℃,无持续风向≤3级/无持续风向≤3级
2012年8月28日,多云/晴,33℃/22℃,无持续风向≤3级/无持续风向≤3级
2012年8月29日,晴/晴,34℃/22℃,无持续风向≤3级/无持续风向≤3级
2012年8月30日,晴/多云,34℃/24℃,无持续风向≤3级/无持续风向≤3级
2012年8月31日,雷阵雨/阴,31℃/24℃,无持续风向≤3级/无持续风向≤3级
2012年9月1日,雷阵雨/大到暴雨,29℃/20℃,无持续风向≤3级/无持续风向≤3级
2012年9月2日,小到中雨/多云,26℃/17℃,北风4-5级/北风3-4级
2012年9月3日,晴/晴,26℃/15℃,无持续风向≤3级/无持续风向≤3级
2012年9月4日,晴/晴,26℃/14℃,无持续风向≤3级/无持续风向≤3级
2012年9月5日,晴/晴,27℃/15℃,无持续风向≤3级/无持续风向≤3级
2012年9月6日,阵雨/阵雨,24℃/17℃,无持续风向≤3级/无持续风向≤3级
2012年9月7日,阴/多云,25℃/18℃,无持续风向≤3级/无持续风向≤3级
2012年9月8日,晴/晴,27℃/17℃,无持续风向≤3级/无持续风向≤3级
2012年9月9日,晴/晴,29℃/19℃,无持续风向≤3级/无持续风向≤3级
2012年9月10日,多云/阴,27℃/20℃,无持续风向≤3级/无持续风向≤3级
2012年9月11日,小到中雨/小到中雨,25℃/17℃,无持续风向≤3级/北风3-4级
2012年9月12日,多云/晴,24℃/14℃,北风4-5级/北风3-4级
2012年9月13日,阴/阴,24℃/11℃,无持续风向≤3级/无持续风向≤3级
2012年9月14日,晴/晴,25℃/12℃,无持续风向≤3级/无持续风向≤3级
2012年9月15日,晴/晴,26℃/13℃,无持续风向≤3级/无持续风向≤3级
2012年9月16日,晴/晴,27℃/15℃,无持续风向≤3级/无持续风向≤3级
2012年9月17日,晴/晴,28℃/15℃,无持续风向≤3级/无持续风向≤3级
2012年9月18日,晴/晴,29℃/14℃,无持续风向≤3级/无持续风向≤3级
2012年9月19日,多云/晴,28℃/15℃,无持续风向≤3级/无持续风向≤3级
2012年9月20日,晴/多云,29℃/18℃,无持续风向≤3级/无持续风向≤3级
2012年9月21日,阵雨/阵雨,25℃/16℃,无持续风向≤3级/无持续风向≤3级
2012年9月22日,阴/晴,26℃/16℃,无持续风向≤3级/无持续风向≤3级
2012年9月23日,晴/晴,28℃/16℃,无持续风向≤3级/无持续风向≤3级
2012年9月24日,多云/阴,26℃/17℃,无持续风向≤3级/无持续风向≤3级
2012年9月25日,小到中雨/小雨,22℃/14℃,无持续风向≤3级/无持续风向≤3级
2012年9月26日,晴/阴,26℃/15℃,无持续风向≤3级/无持续风向≤3级
2012年9月27日,阵雨/多云,23℃/13℃,北风5-6级/北风5-6级
2012年9月28日,晴/晴,22℃/11℃,北风5-6级/北风3-4级
2012年9月29日,晴/晴,25℃/10℃,无持续风向≤3级/无持续风向≤3级
2012年9月30日,晴/晴,25℃/11℃,无持续风向≤3级/无持续风向≤3级
2012年10月1日,晴/晴,27℃/12℃,无持续风向≤3级/无持续风向≤3级
2012年10月2日,晴/阴,25℃/15℃,无持续风向≤3级/无持续风向≤3级
2012年10月3日,晴/晴,26℃/13℃,北风3-4级/无持续风向≤3级
2012年10月4日,晴/阵雨,24℃/14℃,无持续风向≤3级/无持续风向≤3级
2012年10月5日,多云/晴,24℃/10℃,无持续风向≤3级/无持续风向≤3级
2012年10月6日,晴/晴,25℃/11℃,无持续风向≤3级/无持续风向≤3级
2012年10月7日,晴/晴,25℃/12℃,无持续风向≤3级/无持续风向≤3级
2012年10月8日,阴/阵雨,25℃/13℃,无持续风向≤3级/无持续风向≤3级
2012年10月9日,多云/晴,23℃/10℃,北风3-4级/西北风3-4级
2012年10月10日,晴/晴,22℃/8℃,无持续风向≤3级/无持续风向≤3级
2012年10月11日,晴/晴,22℃/10℃,无持续风向≤3级/无持续风向≤3级
2012年10月12日,晴/晴,24℃/12℃,无持续风向≤3级/北风3-4级
2012年10月13日,晴/晴,20℃/7℃,北风3-4级/无持续风向≤3级
2012年10月14日,晴/多云,18℃/8℃,无持续风向≤3级/无持续风向≤3级
2012年10月15日,阵雨/小到中雨,17℃/10℃,无持续风向≤3级/无持续风向≤3级
2012年10月16日,小雨/晴,17℃/5℃,北风5-6级/北风5-6级
2012年10月17日,晴/晴,18℃/4℃,无持续风向≤3级/无持续风向≤3级
2012年10月18日,晴/多云,20℃/7℃,无持续风向≤3级/无持续风向≤3级
2012年10月19日,晴/晴,20℃/9℃,无持续风向≤3级/无持续风向≤3级
2012年10月20日,多云/阴,21℃/9℃,无持续风向≤3级/无持续风向≤3级
2012年10月21日,中雨/阴,14℃/8℃,无持续风向≤3级/北风4-5级
2012年10月22日,晴/晴,18℃/3℃,北风4-5级/无持续风向≤3级
2012年10月23日,晴/晴,21℃/6℃,无持续风向≤3级/无持续风向≤3级
2012年10月24日,晴/晴,22℃/7℃,无持续风向≤3级/无持续风向≤3级
2012年10月25日,晴/多云,21℃/9℃,无持续风向≤3级/无持续风向≤3级
2012年10月26日,阴/阴,18℃/11℃,无持续风向≤3级/无持续风向≤3级
2012年10月27日,晴/晴,23℃/6℃,北风4-5级/无持续风向≤3级
2012年10月28日,晴/阴,17℃/7℃,无持续风向≤3级/无持续风向≤3级
2012年10月29日,阴/晴,15℃/2℃,北风3-4级/北风3-4级
2012年10月30日,多云/多云,13℃/2℃,无持续风向≤3级/北风3-4级
2012年10月31日,晴/晴,14℃/1℃,无持续风向≤3级/无持续风向≤3级
2012年11月1日,晴/晴,15℃/3℃,无持续风向≤3级/无持续风向≤3级
2012年11月2日,多云/阴,15℃/6℃,无持续风向≤3级/无持续风向≤3级
2012年11月3日,中雨/中到大雨,10℃/1℃,无持续风向≤3级/北风4-5级
2012年11月4日,雨夹雪/雨夹雪,4℃/0℃,北风4-5级/北风3-4级
2012年11月5日,多云/晴,10℃/-2℃,北风3-4级/无持续风向≤3级
2012年11月6日,晴/晴,12℃/-1℃,无持续风向≤3级/无持续风向≤3级
2012年11月7日,多云/多云,12℃/-1℃,北风3-4级/无持续风向≤3级
2012年11月8日,晴/晴,12℃/1℃,无持续风向≤3级/无持续风向≤3级
2012年11月9日,阴/小雨,10℃/3℃,无持续风向≤3级/无持续风向≤3级
2012年11月10日,小到中雨/阴,4℃/0℃,无持续风向≤3级/北风5-6级
2012年11月11日,晴/晴,6℃/-2℃,北风5-6级/北风4-5级
2012年11月12日,晴/晴,8℃/-2℃,北风3-4级/北风3-4级
2012年11月13日,晴/晴,7℃/-3℃,北风4-5级/北风3-4级
2012年11月14日,晴/晴,10℃/-4℃,无持续风向≤3级/无持续风向≤3级
2012年11月15日,晴/雨夹雪,7℃/1℃,无持续风向≤3级/无持续风向≤3级
2012年11月16日,阴/晴,11℃/-2℃,北风3-4级/无持续风向≤3级
2012年11月17日,晴/多云,10℃/-1℃,无持续风向≤3级/无持续风向≤3级
2012年11月18日,多云/晴,11℃/2℃,北风3-4级/北风3-4级
2012年11月19日,晴/晴,10℃/-2℃,无持续风向≤3级/无持续风向≤3级
2012年11月20日,晴/多云,10℃/-1℃,无持续风向≤3级/无持续风向≤3级
2012年11月21日,多云/阴,9℃/2℃,无持续风向≤3级/北风3-4级
2012年11月22日,阴/多云,8℃/-3℃,北风5-6级/北风4-5级
2012年11月23日,晴/晴,6℃/-5℃,无持续风向≤3级/无持续风向≤3级
2012年11月24日,晴/多云,7℃/-3℃,无持续风向≤3级/无持续风向≤3级
2012年11月25日,多云/晴,8℃/-2℃,北风3-4级/北风4-5级
2012年11月26日,晴/晴,6℃/-4℃,北风3-4级/无持续风向≤3级
2012年11月27日,阴/多云,6℃/-2℃,无持续风向≤3级/北风4-5级
2012年11月28日,晴/晴,5℃/-6℃,北风4-5级/无持续风向≤3级
2012年11月29日,多云/晴,4℃/-4℃,无持续风向≤3级/北风3-4级
2012年11月30日,晴/多云,3℃/-7℃,北风3-4级/无持续风向≤3级
2012年12月1日,阴/多云,1℃/-6℃,无持续风向≤3级/无持续风向≤3级
2012年12月2日,阴/雾,2℃/-4℃,无持续风向≤3级/北风5-6级
2012年12月3日,晴/晴,3℃/-7℃,北风5-6级/无持续风向≤3级
2012年12月4日,阴/多云,1℃/-5℃,无持续风向≤3级/北风4-5级
2012年12月5日,晴/晴,-1℃/-9℃,北风4-5级/无持续风向≤3级
2012年12月6日,多云/多云,-1℃/-8℃,无持续风向≤3级/无持续风向≤3级
2012年12月7日,多云/晴,-1℃/-9℃,北风3-4级/北风4-5级
2012年12月8日,晴/晴,-3℃/-10℃,北风5-6级/北风4-5级
2012年12月9日,晴/晴,2℃/-8℃,无持续风向≤3级/无持续风向≤3级
2012年12月10日,阴/阴,0℃/-8℃,无持续风向≤3级/无持续风向≤3级
2012年12月11日,多云/雾,0℃/-6℃,无持续风向≤3级/无持续风向≤3级
2012年12月12日,阴/雾,2℃/-4℃,无持续风向≤3级/无持续风向≤3级
2012年12月13日,小雪/中雪,1℃/-3℃,无持续风向≤3级/无持续风向≤3级
2012年12月14日,小到中雪/雾,1℃/-3℃,无持续风向≤3级/无持续风向≤3级
2012年12月15日,雾/小雪,2℃/-3℃,无持续风向≤3级/无持续风向≤3级
2012年12月16日,多云/小雪,2℃/-4℃,无持续风向≤3级/无持续风向≤3级
2012年12月17日,晴/晴,-1℃/-10℃,北风5-6级/北风3-4级
2012年12月18日,晴/阴,0℃/-7℃,无持续风向≤3级/无持续风向≤3级
2012年12月19日,晴/多云,-1℃/-6℃,无持续风向≤3级/无持续风向≤3级
2012年12月20日,小雪/小雪,-2℃/-5℃,无持续风向≤3级/无持续风向≤3级
2012年12月21日,阴/多云,1℃/-9℃,无持续风向≤3级/北风3-4级
2012年12月22日,霾/霾,6℃/-5℃,无持续风向≤3级/无持续风向≤3级
2012年12月23日,晴/晴,-5℃/-15℃,北风3-4级/无持续风向≤3级
2012年12月24日,晴/晴,-2℃/-11℃,北风3-4级/北风4-5级
2012年12月25日,晴/晴,-2℃/-11℃,无持续风向≤3级/无持续风向≤3级
2012年12月26日,晴/晴,-2℃/-10℃,无持续风向≤3级/无持续风向≤3级
2012年12月27日,多云/阴,-3℃/-9℃,无持续风向≤3级/无持续风向≤3级
2012年12月28日,小雪/小雪,-4℃/-8℃,无持续风向≤3级/西北风5-6级
2012年12月29日,多云/晴,-4℃/-9℃,西北风5-6级/北风4-5级
2012年12月30日,晴/晴,-2℃/-11℃,无持续风向≤3级/无持续风向≤3级
2012年12月31日,晴/多云,-3℃/-9℃,无持续风向≤3级/北风3-4级
2013年1月1日,晴/晴,-3℃/-12℃,北风4-5级/北风4-5级
2013年1月2日,晴/晴,-6℃/-14℃,北风4-5级/北风3-4级
2013年1月3日,晴/晴,-4℃/-13℃,无持续风向≤3级/无持续风向≤3级
2013年1月4日,晴/晴,-1℃/-11℃,无持续风向≤3级/无持续风向≤3级
2013年1月5日,晴/晴,-2℃/-12℃,无持续风向≤3级/无持续风向≤3级
2013年1月6日,晴/晴,-1℃/-11℃,无持续风向≤3级/无持续风向≤3级
2013年1月7日,多云/晴,0℃/-9℃,无持续风向≤3级/无持续风向≤3级
2013年1月8日,晴/晴,-1℃/-11℃,无持续风向≤3级/北风3-4级
2013年1月9日,晴/晴,0℃/-11℃,无持续风向≤3级/无持续风向≤3级
2013年1月10日,晴/阴,0℃/-9℃,无持续风向≤3级/无持续风向≤3级
2013年1月11日,阴/雾,4℃/-7℃,北风3-4级/无持续风向≤3级
2013年1月12日,晴/雾,2℃/-7℃,无持续风向≤3级/无持续风向≤3级
2013年1月13日,雾/雾,2℃/-7℃,无持续风向≤3级/无持续风向≤3级
2013年1月14日,雾/小雪,0℃/-5℃,无持续风向≤3级/无持续风向≤3级
2013年1月15日,多云/多云,1℃/-7℃,无持续风向≤3级/无持续风向≤3级
2013年1月16日,晴/晴,1℃/-9℃,无持续风向≤3级/无持续风向≤3级
2013年1月17日,晴/晴,2℃/-8℃,无持续风向≤3级/无持续风向≤3级
2013年1月18日,晴/晴,3℃/-7℃,无持续风向≤3级/无持续风向≤3级
2013年1月19日,雾/中雪,2℃/-4℃,无持续风向≤3级/无持续风向≤3级
2013年1月20日,中雪/小雪,-2℃/-6℃,无持续风向≤3级/无持续风向≤3级
2013年1月21日,多云/晴,3℃/-7℃,无持续风向≤3级/无持续风向≤3级
2013年1月22日,晴/雾,2℃/-7℃,无持续风向≤3级/无持续风向≤3级
2013年1月23日,雾/晴,1℃/-6℃,无持续风向≤3级/北风4-5级
2013年1月24日,晴/晴,3℃/-9℃,北风3-4级/无持续风向≤3级
2013年1月25日,晴/晴,-1℃/-8℃,无持续风向≤3级/无持续风向≤3级
2013年1月26日,晴/晴,1℃/-8℃,无持续风向≤3级/无持续风向≤3级
2013年1月27日,晴/雾,2℃/-6℃,无持续风向≤3级/无持续风向≤3级
2013年1月28日,雾/雾,4℃/-5℃,无持续风向≤3级/无持续风向≤3级
2013年1月29日,雾/雾,3℃/-4℃,无持续风向≤3级/无持续风向≤3级
2013年1月30日,雾/小雪,0℃/-3℃,无持续风向≤3级/无持续风向≤3级
2013年1月31日,小雪/小雪,0℃/-3℃,无持续风向≤3级/北风3-4级
2013年2月1日,晴/晴,4℃/-8℃,北风3-4级/无持续风向≤3级
2013年2月2日,晴/小雪,2℃/-6℃,无持续风向≤3级/无持续风向≤3级
2013年2月3日,小雪/雾,0℃/-5℃,无持续风向≤3级/北风3-4级
2013年2月4日,晴/小雪,2℃/-7℃,北风3-4级/无持续风向≤3级
2013年2月5日,小雪/晴,2℃/-6℃,无持续风向≤3级/无持续风向≤3级
2013年2月6日,晴/晴,2℃/-11℃,北风4-5级/北风5-6级
2013年2月7日,晴/晴,-3℃/-12℃,北风3-4级/无持续风向≤3级
2013年2月8日,晴/多云,-2℃/-9℃,无持续风向≤3级/无持续风向≤3级
2013年2月9日,多云/多云,0℃/-6℃,无持续风向≤3级/无持续风向≤3级
2013年2月10日,多云/阴,-1℃/-6℃,无持续风向≤3级/无持续风向≤3级
2013年2月11日,小雪/小雪,-1℃/-6℃,无持续风向≤3级/无持续风向≤3级
2013年2月12日,晴/晴,2℃/-7℃,北风3-4级/无持续风向≤3级
2013年2月13日,晴/多云,6℃/-4℃,无持续风向≤3级/无持续风向≤3级
2013年2月14日,阴/晴,4℃/-6℃,无持续风向≤3级/无持续风向≤3级
2013年2月15日,晴/多云,4℃/-6℃,无持续风向≤3级/无持续风向≤3级
2013年2月16日,多云/多云,4℃/-4℃,无持续风向≤3级/无持续风向≤3级
2013年2月17日,多云/阴,7℃/-4℃,北风4-5级/无持续风向≤3级
2013年2月18日,多云/晴,3℃/-8℃,北风3-4级/无持续风向≤3级
2013年2月19日,晴/多云,2℃/-7℃,无持续风向≤3级/无持续风向≤3级
2013年2月20日,晴/晴,5℃/-7℃,无持续风向≤3级/无持续风向≤3级
2013年2月21日,晴/晴,6℃/-3℃,无持续风向≤3级/无持续风向≤3级
2013年2月22日,晴/晴,7℃/-4℃,无持续风向≤3级/无持续风向≤3级
2013年2月23日,晴/多云,9℃/-2℃,无持续风向≤3级/无持续风向≤3级
2013年2月24日,多云/小雪,6℃/-3℃,无持续风向≤3级/无持续风向≤3级
2013年2月25日,小雪/阴,1℃/-5℃,无持续风向≤3级/无持续风向≤3级
2013年2月26日,晴/晴,9℃/-3℃,无持续风向≤3级/无持续风向≤3级
2013年2月27日,阴/阴,11℃/2℃,无持续风向≤3级/无持续风向≤3级
2013年2月28日,雾/晴,14℃/-3℃,北风6-7级/北风4-5级
2013年3月1日,晴/晴,7℃/-5℃,北风3-4级/无持续风向≤3级
2013年3月2日,多云/多云,7℃/-4℃,无持续风向≤3级/无持续风向≤3级
2013年3月3日,晴/晴,13℃/1℃,无持续风向≤3级/无持续风向≤3级
2013年3月4日,晴/晴,15℃/2℃,无持续风向≤3级/无持续风向≤3级
2013年3月5日,晴/多云,16℃/4℃,无持续风向≤3级/无持续风向≤3级
2013年3月6日,多云/晴,15℃/2℃,无持续风向≤3级/无持续风向≤3级
2013年3月7日,多云/多云,16℃/4℃,无持续风向≤3级/无持续风向≤3级
2013年3月8日,多云/阴,19℃/5℃,南风3-4级/无持续风向≤3级
2013年3月9日,扬沙/晴,16℃/-2℃,北风5-6级/北风4-5级
2013年3月10日,晴/晴,10℃/-2℃,无持续风向≤3级/无持续风向≤3级
2013年3月11日,多云/小雨,13℃/4℃,无持续风向≤3级/无持续风向≤3级
2013年3月12日,小雨/多云,9℃/-1℃,北风3-4级/无持续风向≤3级
2013年3月13日,晴/晴,9℃/-2℃,无持续风向≤3级/无持续风向≤3级
2013年3月14日,晴/晴,11℃/0℃,无持续风向≤3级/无持续风向≤3级
2013年3月15日,晴/多云,13℃/3℃,无持续风向≤3级/无持续风向≤3级
2013年3月16日,多云/小雨,14℃/5℃,无持续风向≤3级/无持续风向≤3级
2013年3月17日,多云/-,19℃/6℃,无持续风向≤3级/无持续风向
2013年3月18日,多云/阴,11℃/2℃,北风3-4级/无持续风向≤3级
2013年3月19日,中雪/小雪,4℃/-3℃,无持续风向≤3级/无持续风向≤3级
2013年3月20日,多云/晴,8℃/0℃,无持续风向≤3级/无持续风向≤3级
2013年3月21日,多云/多云,14℃/2℃,无持续风向≤3级/北风3-4级
2013年3月22日,晴/晴,11℃/1℃,无持续风向≤3级/南风3-4级
2013年3月23日,阴/晴,13℃/-1℃,北风4-5级/北风4-5级
2013年3月24日,晴/晴,11℃/-2℃,无持续风向≤3级/无持续风向≤3级
2013年3月25日,晴/晴,11℃/1℃,无持续风向≤3级/无持续风向≤3级
2013年3月26日,晴/-,15℃/4℃,无持续风向≤3级/无持续风向
2013年3月27日,阴/晴,17℃/3℃,北风3-4级/北风3-4级
2013年3月28日,多云/晴,11℃/-1℃,无持续风向≤3级/无持续风向≤3级
2013年3月29日,阴/雨夹雪,11℃/1℃,无持续风向≤3级/无持续风向≤3级
2013年3月30日,阴/多云,10℃/2℃,无持续风向≤3级/无持续风向≤3级
2013年3月31日,阴/小雨,13℃/5℃,无持续风向≤3级/北风3-4级
2013年4月1日,多云/晴,16℃/0℃,北风4-5级/北风3-4级
2013年4月2日,晴/晴,19℃/5℃,无持续风向≤3级/无持续风向≤3级
2013年4月3日,多云/多云,16℃/5℃,无持续风向≤3级/无持续风向≤3级
2013年4月4日,小雨/小雨,13℃/6℃,无持续风向≤3级/无持续风向≤3级
2013年4月5日,阴/晴,13℃/2℃,北风4-5级/北风3-4级
2013年4月6日,晴/晴,14℃/2℃,无持续风向≤3级/无持续风向≤3级
2013年4月7日,阴/阴,15℃/6℃,无持续风向≤3级/北风3-4级
2013年4月8日,晴/多云,13℃/4℃,北风5-6级/北风4-5级
2013年4月9日,多云/多云,13℃/4℃,北风4-5级/北风3-4级
2013年4月10日,多云/晴,14℃/2℃,北风3-4级/无持续风向≤3级
2013年4月11日,晴/晴,17℃/2℃,北风3-4级/无持续风向≤3级
2013年4月12日,晴/多云,22℃/8℃,无持续风向≤3级/无持续风向≤3级
2013年4月13日,多云/多云,23℃/6℃,北风4-5级/北风4-5级
2013年4月14日,晴/晴,16℃/5℃,无持续风向≤3级/无持续风向≤3级
2013年4月15日,晴/阴,20℃/7℃,南风3-4级/北风3-4级
2013年4月16日,晴/晴,20℃/5℃,北风3-4级/无持续风向≤3级
2013年4月17日,多云/多云,18℃/8℃,无持续风向≤3级/北风4-5级
2013年4月18日,晴/阴,15℃/5℃,北风3-4级/无持续风向≤3级
2013年4月19日,阴/阴,8℃/2℃,无持续风向≤3级/无持续风向≤3级
2013年4月20日,晴/晴,16℃/5℃,无持续风向≤3级/无持续风向≤3级
2013年4月21日,多云/多云,18℃/7℃,无持续风向≤3级/无持续风向≤3级
2013年4月22日,多云/雾,19℃/9℃,南风3-4级/无持续风向≤3级
2013年4月23日,阵雨/多云,17℃/8℃,无持续风向≤3级/无持续风向≤3级
2013年4月24日,晴/多云,23℃/10℃,北风3-4级/北风3-4级
2013年4月25日,晴/晴,23℃/8℃,北风3-4级/无持续风向≤3级
2013年4月26日,多云/多云,23℃/9℃,无持续风向≤3级/无持续风向≤3级
2013年4月27日,多云/阴,22℃/11℃,无持续风向≤3级/无持续风向≤3级
2013年4月28日,阵雨/多云,19℃/11℃,无持续风向≤3级/北风3-4级
2013年4月29日,晴/晴,27℃/13℃,北风4-5级/北风3-4级
2013年4月30日,晴/晴,27℃/10℃,北风3-4级/无持续风向≤3级
2013年5月1日,晴/多云,25℃/12℃,无持续风向≤3级/无持续风向≤3级
2013年5月2日,多云/阴,23℃/11℃,南风3-4级/无持续风向≤3级
2013年5月3日,阴/晴,23℃/12℃,无持续风向≤3级/无持续风向≤3级
2013年5月4日,多云/晴,27℃/13℃,无持续风向≤3级/无持续风向≤3级
2013年5月5日,晴/晴,30℃/16℃,无持续风向≤3级/无持续风向≤3级
2013年5月6日,晴/-,30℃/17℃,无持续风向≤3级/无持续风向
2013年5月7日,多云/多云,30℃/17℃,南风3-4级/无持续风向≤3级
2013年5月8日,阴/阵雨,26℃/16℃,南风3-4级/无持续风向≤3级
2013年5月9日,阵雨/阴,22℃/14℃,无持续风向≤3级/北风3-4级
2013年5月10日,晴/晴,30℃/14℃,北风3-4级/无持续风向≤3级
2013年5月11日,多云/晴,33℃/16℃,北风3-4级/无持续风向≤3级
2013年5月12日,晴/多云,30℃/16℃,无持续风向≤3级/无持续风向≤3级
2013年5月13日,阴/多云,28℃/18℃,无持续风向≤3级/北风3-4级
2013年5月14日,晴/晴,30℃/14℃,北风3-4级/无持续风向≤3级
2013年5月15日,晴/多云,29℃/15℃,无持续风向≤3级/无持续风向≤3级
2013年5月16日,多云/阴,25℃/16℃,无持续风向≤3级/无持续风向≤3级
2013年5月17日,阴/晴,26℃/16℃,无持续风向≤3级/无持续风向≤3级
2013年5月18日,多云/雷阵雨,29℃/17℃,南风3-4级/无持续风向≤3级
2013年5月19日,晴/晴,27℃/14℃,北风4-5级/北风3-4级
2013年5月20日,晴/多云,31℃/18℃,南风3-4级/无持续风向≤3级
2013年5月21日,多云/阴,31℃/18℃,无持续风向≤3级/无持续风向≤3级
2013年5月22日,多云/多云,28℃/17℃,南风3-4级/无持续风向≤3级
2013年5月23日,多云/阴,29℃/19℃,南风3-4级/无持续风向≤3级
2013年5月24日,阵雨/阴,28℃/17℃,无持续风向≤3级/无持续风向≤3级
2013年5月25日,阴/阴,28℃/17℃,无持续风向≤3级/无持续风向≤3级
2013年5月26日,小到中雨/小雨,23℃/17℃,无持续风向≤3级/无持续风向≤3级
2013年5月27日,阴/阴,26℃/17℃,无持续风向≤3级/无持续风向≤3级
2013年5月28日,阵雨/多云,24℃/17℃,无持续风向≤3级/北风3-4级
2013年5月29日,晴/晴,30℃/15℃,无持续风向≤3级/无持续风向≤3级
2013年5月30日,晴/晴,33℃/19℃,南风3-4级/南风3-4级
2013年5月31日,多云/多云,32℃/19℃,无持续风向≤3级/无持续风向≤3级
2013年6月1日,多云/多云,30℃/18℃,无持续风向≤3级/无持续风向≤3级
2013年6月2日,雷阵雨/阵雨,29℃/18℃,无持续风向≤3级/无持续风向≤3级
2013年6月3日,晴/多云,32℃/19℃,无持续风向≤3级/无持续风向≤3级
2013年6月4日,阴/阵雨,29℃/18℃,无持续风向≤3级/无持续风向≤3级
2013年6月5日,小雨/雾,28℃/19℃,无持续风向≤3级/无持续风向≤3级
2013年6月6日,雾/小雨,23℃/19℃,无持续风向≤3级/无持续风向≤3级
2013年6月7日,小雨/阵雨,24℃/19℃,无持续风向≤3级/无持续风向≤3级
2013年6月8日,阵雨/中到大雨,23℃/18℃,无持续风向≤3级/无持续风向≤3级
2013年6月9日,小到中雨/小雨,21℃/16℃,无持续风向≤3级/无持续风向≤3级
2013年6月10日,阴/多云,25℃/15℃,无持续风向≤3级/无持续风向≤3级
2013年6月11日,多云/多云,26℃/16℃,无持续风向≤3级/无持续风向≤3级
2013年6月12日,晴/多云,29℃/17℃,无持续风向≤3级/无持续风向≤3级
2013年6月13日,多云/多云,30℃/21℃,南风3-4级/无持续风向≤3级
2013年6月14日,多云/多云,30℃/21℃,南风3-4级/无持续风向≤3级
2013年6月15日,多云/多云,33℃/22℃,南风3-4级/无持续风向≤3级
2013年6月16日,雷阵雨/小到中雨,29℃/20℃,无持续风向≤3级/无持续风向≤3级
2013年6月17日,阴/多云,29℃/21℃,无持续风向≤3级/无持续风向≤3级
2013年6月18日,阴/多云,33℃/22℃,无持续风向≤3级/无持续风向≤3级
2013年6月19日,晴/晴,34℃/23℃,无持续风向≤3级/无持续风向≤3级
2013年6月20日,多云/阴,32℃/23℃,无持续风向≤3级/无持续风向≤3级
2013年6月21日,多云/阴,30℃/22℃,无持续风向≤3级/无持续风向≤3级
2013年6月22日,小雨/阴,25℃/20℃,南风3-4级/无持续风向≤3级
2013年6月23日,多云/多云,30℃/22℃,无持续风向≤3级/无持续风向≤3级
2013年6月24日,雷阵雨/雷阵雨,31℃/22℃,无持续风向≤3级/无持续风向≤3级
2013年6月25日,雷阵雨/雷阵雨,29℃/21℃,无持续风向≤3级/无持续风向≤3级
2013年6月26日,雾/多云,29℃/22℃,无持续风向≤3级/无持续风向≤3级
2013年6月27日,多云/晴,34℃/23℃,无持续风向≤3级/无持续风向≤3级
2013年6月28日,多云/中到大雨,33℃/21℃,无持续风向≤3级/无持续风向≤3级
2013年6月29日,阴/阵雨,30℃/22℃,无持续风向≤3级/无持续风向≤3级
2013年6月30日,阵雨/雷阵雨,28℃/22℃,无持续风向≤3级/无持续风向≤3级
2013年7月1日,中雨/大雨,28℃/20℃,无持续风向≤3级/无持续风向≤3级
2013年7月2日,晴/晴,34℃/23℃,无持续风向≤3级/无持续风向≤3级
2013年7月3日,晴/多云,36℃/24℃,无持续风向≤3级/无持续风向≤3级
2013年7月4日,雷阵雨/阴,35℃/23℃,无持续风向≤3级/无持续风向≤3级
2013年7月5日,晴/晴,35℃/23℃,无持续风向≤3级/无持续风向≤3级
2013年7月6日,晴/多云,35℃/25℃,无持续风向≤3级/无持续风向≤3级
2013年7月7日,雷阵雨/多云,33℃/24℃,无持续风向≤3级/无持续风向≤3级
2013年7月8日,雷阵雨/大雨,31℃/22℃,无持续风向≤3级/无持续风向≤3级
2013年7月9日,大雨/小到中雨,26℃/22℃,无持续风向≤3级/无持续风向≤3级
2013年7月10日,阵雨/阵雨,27℃/21℃,无持续风向≤3级/无持续风向≤3级
