index_label,content,likedCount,name,nickname,time,userId
1202,"“当然！我没有办法想象，如果我们在上海不认识，那生活会变得多么空虚。好，就算我们在上海不认识，我们隔了十年，我们在…… 汉口也会认识；就算我们在汉口也不认识，那么我们隔了三十，甚至四十年，我们在……在海外也会认识。我们一定会认识。”多希望再……认识一次，就像我给你说的那样。
",41,许我向你看,清白少年奄奄一息过,2017-04-14 11:42:13.034,279679507
1203,"误入桃花源，红尘难再念。
刘子骥，寻无影，沧海数日已桑田。
辗转山河苦，静止浮暗恋。
江滨柳，行无岸，秋水望穿云之凡。
浅浅一生诉，许我向你看。",20,许我向你看,北-安,2019-03-18 21:15:30.021,319759728
1204,暗恋桃花源、半生缘......书信车马搁浅了多少有情人，如今找一个人最容易，却难有如此深情。,18,许我向你看,挖煤仙女,2018-10-07 17:46:52.082,57203065
1205,看评论我还以为你们都是从民国时期活到现在的,5396,玫瑰玫瑰我爱你,ShawnFargo,2015-03-31 10:19:45.230,647344
1206,哪里真实了，真实的是遍地饿殍哀鸿遍地。,3610,玫瑰玫瑰我爱你,美国演员Van-Darkholme,2015-02-23 12:03:09.162,40148598
1207,旧上海花花世界，纸醉金迷，虚浮更甚,2582,玫瑰玫瑰我爱你,已卸载了了,2014-12-18 16:27:58.146,37503776
1208,作曲者陈歌辛，还写过《夜上海》《恭喜恭喜》，1957年被打成右派发配安徽，3年自然灾害时饿死在当地。他的子女之一就是《梁祝》的作者陈钢。,2000,玫瑰玫瑰我爱你,葉恆,2016-05-14 21:42:46.361,136470258
1209,文盲率90％，货币比冥币还便宜，租界遍地，可以，这很真实。,1881,玫瑰玫瑰我爱你,锦瑟乱流年,2016-10-03 17:05:41.474,32023739
1210,"我说我喜欢这首歌，会不会有人打我？
最近好迷这种只有在那个年代，留声机的音质。
与现在的音乐有着不同的感觉，特别想跳舞～
玫瑰玫瑰，我爱你～",1214,玫瑰玫瑰我爱你,Miley__Cyrus,2015-10-03 09:52:24.952,85768916
1211,演唱者姚莉还健在，今年97岁。,1125,玫瑰玫瑰我爱你,貂斑华,2018-01-02 22:51:39.749,605601652
1212,中国第一首打入美国流行音乐排行榜第一名的歌曲是《玫瑰玫瑰我爱你》。（有知友更正wiki的资料，说51年的 Billboard榜第三名，正在查证中）完全可以说，《玫瑰玫瑰我爱你》是世界上最有名的中文原创流行歌曲。歌曲的首位演唱者姚莉曲作者陈歌辛（不是陈可辛）来自达哥的普及[可爱],1079,玫瑰玫瑰我爱你,_虎叔,2016-03-11 23:45:29.905,49252211
1213,那个年代采集音质真心不怎么样，但是这就是那个年代的真实,746,玫瑰玫瑰我爱你,著名蔡学家,2015-02-23 12:57:36.383,33988875
1214,听老上海时代的歌，虽然浮华绮丽，但在这种华丽的后面总隐隐地感觉到一种莫名的凄凉与悲哀,603,玫瑰玫瑰我爱你,琼草隐深谷,2017-06-13 23:57:46.743,416618829
1215,陈歌辛因为这首歌收到美国的大笔版权费，正赶上朝鲜战争，于是陈歌辛就把美国人给的版权费捐给国家打美国去了，最后陈歌辛应该是去世于三年灾难时期,437,玫瑰玫瑰我爱你,糕山流水,2017-12-25 16:02:29.705,18630667
1216,我是冯程程，你是谁？,385,玫瑰玫瑰我爱你,王校长iii,2015-05-08 15:03:59.298,61002336
1217,那个年代感觉好真实，现在的世道好虚浮,283,玫瑰玫瑰我爱你,孔子-幸福的live,2014-11-25 14:20:49.872,370508
1218,其实陈歌辛这首歌本身并非靡靡之音，仔细读过歌词就明白他本非乱世资本主义那种浮华之人。况且描述的是真爱与真性情，难道乱世就不可言情了吗？抨击这首歌的人未免狭隘了。,258,玫瑰玫瑰我爱你,无味的馥芮白,2018-03-07 19:36:45.551,622568910
1219,从明侦来回味下玫瑰,124,玫瑰玫瑰我爱你,妮完全全全,2018-12-21 08:30:18.010,580747336
1220,终于找到这歌了  翟李朔天用上海话唱得也很棒,571,得不到的爱情,伯克利的海因里希,2018-11-09 21:29:21.886,109709815
1221,我是听了上海复兴计划过来的[惊恐],338,得不到的爱情,Vergil_,2015-12-21 10:17:56.506,39468760
1222,翟李朔天唱得很好听，感情丰富，自然流畅，拿捏自如，一看就猜是音乐剧演员，果然！,231,得不到的爱情,塔罗巫师帽_,2018-11-10 11:42:36.570,101030692
1223,河神那版是真的好听！,220,得不到的爱情,道不清的风,2017-08-08 22:03:24.773,361308727
1224,从大胡子兄弟过来的,167,得不到的爱情,有一点点点点饿,2018-11-10 03:15:32.749,277611867
1225,实不相瞒，我也是从《声入人心》过来的。但是我是因为这首歌过来的！！,145,得不到的爱情,几度生厌,2018-11-12 18:54:05.072,347198805
1226,因为紫蝴蝶李冰冰和刘烨跳舞来的！ ,130,得不到的爱情,舆桓,2015-10-04 19:32:34.331,80304234
1227,外表鲁智深内心小姐妹哈哈哈，又man又骚好喜欢哈哈,60,得不到的爱情,OrcusPlanet,2018-11-26 21:04:46.206,373770034
1228,魔宙观光团[憨笑],42,得不到的爱情,刘高高L,2017-06-17 22:39:40.205,47973645
1229,姚先生今天离世，享年96岁， 上海滩从此再无“歌后”，一路走好，天堂里尽情高歌，洒满人间。（姚莉与周璇、白虹、白光、龚秋霞、李香兰、吴莺音齐名，并称为“上海滩七大歌后”）,14,得不到的爱情,ZD今晚打老虎,2019-07-20 11:34:45.850,1367141349
1230,中华空军千古！八一四空战扬我国威！可悲世人不知先烈伟绩！,86,西子姑娘,执金吾的橄榄绿,2015-03-01 00:55:48.858,44810027
1231,曾經有那麼一群年輕人，每一次起飛都可能是永別，每一次落地都必須感謝上蒼。他們戰鬥在雲霄，勝敗一瞬間。——《 天空的情书》,63,西子姑娘,帐号已注销,2016-09-06 13:31:00.188,78095176
1232,"哭三弟恒-林徽因
弟弟，我没有适合时代的语言
来哀悼你的死
它是时代向你的要求，简单的，你给了
这冷酷简单的壮烈是时代的诗
这沉默的光荣是你
弟弟，我已用这许多不美丽言语
算是诗来追悼你
要相信我的心多苦，喉咙多哑
你永不会回来了，我知道
青年的热血做了科学的代替
中国的悲怆永沉在我的心底",35,西子姑娘,centrial,2016-01-12 01:15:48.263,49512337
1233,很多人都以为这是萎靡不振的淫词滥调，历史的悲哀！,10,西子姑娘,执金吾的橄榄绿,2015-03-01 00:56:54.197,44810027
1234,。。。有一种爱听不听，不听拉倒的感觉,913,如果没有你,深山茶树菇,2015-10-29 23:05:21.219,69770530
1235,你的益达。。关爱牙齿，更关心你,722,如果没有你,请叫我汤圆桑,2015-06-07 19:27:58.981,73285679
1236,我吃米饭总是两粒两粒的夹着吃，朋友说你费劲不费劲，可是我资道，要两粒在一起才最好,384,如果没有你,比基尼海滩驻网易大使,2015-11-18 01:42:03.577,68161490
1237,[大哭][大哭][大哭]白姨的唱腔真是醉了～如果没有你！我就去闯祸！去闯祸！,344,如果没有你,我叫lingo我怕谁,2015-05-02 23:03:26.713,26793054
1238,民国流行歌曲的伴奏很华丽，经常带着探戈等舞曲的节奏，非常迷人。后人翻唱再也达不到这种意境。这就是大上海独有的魅力。谢谢白光，谢谢益达。,254,如果没有你,彼得大帝俄罗斯,2017-06-24 20:04:43.653,264661759
1239,反正肠已断，我就只能去闯祸,198,如果没有你,亮躬耕陇亩,2015-11-26 09:13:58.076,50300255
1240,资本穿耳过，马列心中留 ,132,如果没有你,人间杀倩客,2018-06-04 02:38:20.876,630277323
1241,从我初二有第一台手机到现在 用了9年的彩铃,100,如果没有你,我黎,2017-01-05 19:39:57.563,67233772
1242,我…我从迪奥先生过来的…[大哭]边听边看小说真心带感…[大哭],85,如果没有你,Fourmi-ant,2018-04-02 22:44:45.792,92393496
1243,听这歌，想穿个旗袍，在旧阁楼上转圈，高跟踩得地板格格响,46,如果没有你,南夕半夏,2019-04-21 15:46:03.364,535779067
1244,知道为什么没人愿意和你一起吃饭的原因了吧[撇嘴],15,如果没有你,话不多的反派角色,2019-01-08 16:38:57.385,104188571
1245,哈哈哈，这是我2015年说的话，到现在都没人跟我吃饭,10,如果没有你,比基尼海滩驻网易大使,2019-01-26 17:47:14.146,68161490
1246,这故事告诉我们，c菌玩游戏很恐怖,943,等着你回来,風玍淼起,2016-07-16 20:10:45.097,45796434
1247,"我不适合这样快节奏的时代
我喜欢民国的散漫
哪怕穷困苟且的度日
我也觉得甘怡",416,等着你回来,母大王,2016-04-17 23:59:17.988,123135965
1248,如果说你们在某某看到一个视频知道了这首歌，也应该是受那位up主的影响，你可以借评论将这个视频安利出去，这是可取的做法，而不是狂刷某某。而且最重要的是，一首歌曲，从不因为某个视频站和某个视频而变得优秀或是差劲，恰恰相反，是这首歌曲让那个视频变得更棒了。这是交流平台，而不是刷存在感的,231,等着你回来,帐号已注销,2017-05-01 10:31:00.562,54853261
1249,小时候一个鬼片叫啥来着，是阴阳路系列的，就这歌，完全招魂曲,226,等着你回来,绿豆米饭,2015-05-01 16:39:54.795,3440355
1250,【C菌】惊！中国老太竟是恐怖游戏BOSS！那些传说中最恐怖的游戏合集【第30期】[憨笑],200,等着你回来,我的男神只有一个啊,2016-07-22 15:55:12.716,304364306
1251,破局破局！贼他妈洗脑！！,126,等着你回来,Aileen99,2017-08-19 00:14:12.454,294266043
1252,小时候听这首歌真心觉得太像鬼戏的氛围，大了反而喜欢~,124,等着你回来,听阈轩,2014-10-26 18:34:52.319,40439421
1253,看完暴走来的~~~~~,122,等着你回来,文浩熙MoonHoHee,2016-04-15 18:07:25.273,103869660
1254,太子妃来的请点赞。[大哭][大哭],115,等着你回来,是你的脑丸,2016-01-15 00:16:43.362,111132630
1255,暴走大事件的来的举个爪[大笑],65,等着你回来,带带山带王,2016-04-17 00:43:21.020,109956763
1256,刚看完破局……完全被洗脑好不好！从影院出来就是不停的唱“我等着你回来我等着你回来”,55,等着你回来,大力好大力出奇迹,2017-08-21 21:27:56.234,493473106
1257,民国不仅穷困苟且，还有各种歧视，大兵qiang jian，每天早上就是哪哪又沦陷了，在自己国家里也没有人权和尊严，大街上鲜血满地，人们的目光麻木呆滞，日子都成那样了，还甘怡啥啊[呆],44,等着你回来,只椋鸟,2018-08-22 21:38:51.932,86197201
1258,好好的一首歌 看完破局 一听就觉得好可怕,40,等着你回来,Vincygugu,2017-08-21 23:17:48.250,310520925
1259,蒋明的《桂花巷》来的！💞💞💞,23,等着你回来,功夫彤哥,2018-06-11 23:51:59.901,445212257
1260,因为c菌来的，但是我喜欢上了这个民国的上海下慵懒性感的声线，勾人魂丝，千娇百媚却又高贵优雅。有历史感的唱片式版本让人深陷岁月，犹如回到了那个年代看遍了春花秋月，悲喜小事。,860,桃李争春,摇头晃脑的莫小冬,2016-11-26 15:34:24.982,121731236
1261,这歌是白光当初和山家亨去日本，山家亨被判了刑之后她一个人回来上海和当时的孤岛影后陈云裳合演的电影，她唱了歌，演了反一号，结果就大转折了，一代妖姬就此叫响,381,桃李争春,费白,2015-11-16 15:42:48.024,54203199
1262,请不要给她招黑，谢谢,288,桃李争春,叁仟鸦杀尽,2016-11-16 18:57:11.083,350838659
1263,“老式唱机，丝丝空转，佣人拎起唱头，铁盒子里捡出一根唱针，装上去，摇了发条，放一张《桃李争春》，小号加弱音器，靡靡之音，冷飕飕。白光开口，说一句道白，你醉了么。接唱，窗外春深似海，我问你爱不爱，我问你爱不爱。” ,214,桃李争春,木匠李,2016-08-06 11:24:00.667,94402534
1264,@某up主观光团,160,桃李争春,cloud米米,2016-11-22 20:38:08.984,283283845
1265,真的好喜欢听白光的歌啊 歌词都有一股调皮的味道,139,桃李争春,sanjalasinhania,2015-09-04 18:16:19.679,85451539
1266,白光的歌就是，我爱你就行，管你爱不爱我，真霸气[大哭],132,桃李争春,Cigarettes-Sex-Freedom,2016-06-14 09:24:29.051,121441740
1267,“风华绝代”民国七大哥后。白光、周璇、白虹、龚秋霞、姚莉、李香兰、吴莺音,15,桃李争春,那些洗不干净的葱,2018-03-27 19:14:48.346,512201601
1268,每每都在想，为什么在上世纪那么穷困，落后，混乱的年代，会出现那么多的大师，艺术也是百花齐放，或许，是如今的时代变了。,813,渔光曲,Dustjewel,2015-03-09 23:39:44.648,45894069
1269,《渔光曲》（Song of The Fishermen），是由蔡楚生执导，王人美、韩兰根等主演的影片，首映于1934年6月14日，是中国电影1930年代的代表作品之一，也是第一部在国际电影节上获奖的中国故事影片。这些老电影才值得看看,414,渔光曲,冬妮娅-献给成都,2014-07-21 22:21:01.966,2564987
1270,商品经济的冲击 文艺成了市场的奴隶。,310,渔光曲,旻名,2015-06-03 21:11:16.281,58175098
1271,相信电影中仅有陆焉识保持了原著的形象。如果多年后我忘记了这部电影，#归来# 我也一定不会忘记焉识这一段渔光曲的戏，早晨的阳光，婉喻上楼向焉识一步步地靠近，细节真美。Déjà Vu - 这也仅是这部上映影片中我唯一的泪点。这一段戏还想再看一遍。相伴，才是真正的爱，其它都算什么呢。,228,渔光曲,印花小姐Yolan,2014-05-26 23:58:23.617,8996087
1272,"感谢，我们还能听到原汁原味的渔光曲。这是为穷苦渔民的歌。
网易云太好了。加油！！！",206,渔光曲,用户dn3esxoddz,2015-02-07 20:01:23.004,52531218
1273,"电影《渔光曲》主题歌。这首歌深情地唱出了旧社会长年漂泊在海上的穷苦渔民的艰辛劳动生活，真实地反映了渔民们愁苦困顿的心情。为了写好这首歌，任光特意到长江的入海口吴淞口，观察渔民们捕鱼劳作。根据体验，他为这首歌创造了表现海浪起伏的特定节奏，突出了船歌的风格。

",152,渔光曲,有梦人生不觉寒,2015-07-29 10:25:10.532,39256799
1274,听歌这么美妙的事情都被你们扯上政治经济，意识形态的，真特么是醉了[大哭],130,渔光曲,文_渊_,2015-08-23 14:29:53.205,32492347
1275,看《归来》 被渔光曲打动了          ,84,渔光曲,斯图霹雳,2014-08-28 20:05:05.086,13947915
1276,《跟着你到天边》,72,渔光曲,好像条狗哦,2015-04-21 15:08:33.066,34549979
1277,因为以前文盲多，出一个不错的知识分子都是大师，现在知识普及了，百花齐放了，争议多了，弹弹琴作作诗不算什么稀奇了,41,渔光曲,三七林,2018-12-29 16:10:52.542,529893818
1278,我来告诉你为什么，因为人们静不下来了，,13,渔光曲,君越1997,2019-03-06 00:42:55.002,1461084169
1279,一部艺术作品好不好，看的是费了多少时间、心思、热情，缺了些琢磨，就缺了些火候，“味道”当然缺点。现代有才华的人哪里会少呢，但很难有人愿意去花费大量时间精力去认真做好每一部作品。其中的原因有很多。缺乏好作品，也缺乏伯乐。有些人更趋向于跟风和不假思索的抨击。当然我相信，文艺迟早会复兴,11,渔光曲,兮枝M3,2019-02-13 23:17:48.031,251605895
1280,忽然想起以前那段辛酸的时代，是不是许多人都在迎接光明的到来中逝世,69,关不住的春光,airmai_,2016-08-03 23:29:14.724,89209550
1281,好听，真的好听，这个专辑莫名的好听，就是好听，好听的不得了！！！！,29,关不住的春光,生活有点致幻,2018-06-28 13:59:16.462,261580440
1282,多少人在垃圾堆里翻腾寻找所谓的春光,18,关不住的春光,没有对象不换名字,2018-06-28 08:41:05.564,551702652
1283,好想翻唱这些歌，不知道会不会被人骂,12,关不住的春光,feed-yoursoul,2016-11-16 17:14:06.545,70437343
1284,30年代商女尚可唱亡国恨，现在只允许歌功颂德粉饰太平,343,铁蹄下的歌女,冬妮娅-献给成都,2014-07-21 22:25:21.571,2564987
1285,商女犹知亡国恨，无奈献唱后庭花。,99,铁蹄下的歌女,Clearthoughts,2017-07-23 09:50:51.483,262850500
1286,所以这首曲子是聂耳借了一个歌女的视角，来表达对日军侵略的愤恨，同时表现出了当时社会人们的恐慌。国民党那是还是执政党（感觉这个说法是错的呢），所以这首曲子是用来表达中华儿女对日军侵略的悲哀的。因为日军来了，日军很强大，会给人以国家要亡了的感觉。要不是敌我差距悬殊，（接第3条,75,铁蹄下的歌女,暮暮暮色吖,2017-05-27 19:39:02.274,132211693
1287,为什么说是国家将亡？因为这是1935年聂耳作的曲子，1935年同期还有一首耳熟能详的歌被写出来，那就是《义勇军进行曲》。同样是聂耳的曲子。同时，你看此曲的图片：上海老歌1931-1949，是不是明白了什么？1931年九一八事变之后中国就开始了抗日救亡的日子。（看后条）,44,铁蹄下的歌女,暮暮暮色吖,2017-05-27 19:34:25.656,132211693
1288,人家说网易网特多.果不其然.什么事都能上升到国家上。我只能说：i 服了you,31,铁蹄下的歌女,决战红灯区,2014-09-19 22:32:25.223,34559556
1289,呵呵，你猜当年那些歌女要是有的选，她们想要被侵略四处漂泊的“自由”生活，还是做梦都想生活在一个和平的年代？就算现在的时代不完美，然而真要论人权，平等，自由，再怎样也不需要和那种几块银元买一个大活人，侵略军随便杀人随便强奸人的时代比吧？某些人你在侮辱那些曾经经历苦难的人们你知道么。,21,铁蹄下的歌女,艾德里安与安东尼,2017-11-07 13:53:33.424,641607975
1290,作为一个00后我居然爱上了这种调调  真的好有味道阿 感受得到那种美,7088,夜来香,Dorisxxx-,2016-05-27 18:20:43.474,135287957
1291,李香兰原名山口淑子，是日本人，但是个地道的中国通，不过被当时日本政府利用，拍亲日的电影，主要扮演的是对日本军人友好的中国妇女。不过这也不能怪她，后来回到日本后积极参加中日友好活动。但她的艺术成就不能被忽视，邓丽君好几首歌唱的就是她的,3444,夜来香,微波虚拟位列,2015-07-10 22:26:08.774,33513928
1292,我上辈子一定是百乐门的歌女，因为我每次听这首歌都感觉特别亲切…,2193,夜来香,游乐蛙子-,2017-02-25 18:17:58.866,252555851
1293,敢情母亲大人是模仿李香兰的唱腔[惊恐][惊恐][惊恐],1442,夜来香,锺意同学,2015-05-13 08:16:06.909,55897336
1294,也可能是常去百乐门关顾的那种……人,1166,夜来香,口大师,2018-01-25 21:56:10.527,260093847
1295,我连早恋都没有就夕阳红了,1006,夜来香,魔王爱勇者,2019-02-10 17:21:40.379,1374435855
1296,"好吧，舍友都受不了我了，可是我还是喜欢啊
",759,夜来香,---自远方,2016-06-30 21:45:20.502,290104147
1297,百乐门今天仍然在静安寺对面营业 围在高楼大厦中 前几年还重新装修过一次 舞池里都是一对对很沉醉的老夫老妻 都很有腔调 花前灯下 宛如往昔 恍惚间看见舞池里的人都青发俊逸 一个时代仿佛醒了过来,620,夜来香,摇滚生梨,2018-07-14 12:59:57.909,592640586
1298,汉奸是那个川岛芳子的bitch，还是个中国人，有好多人把她俩弄混,481,夜来香,阿尔弗雷德_东区柯克,2019-03-12 11:36:38.924,344385123
1299,我喜欢那会儿的上海，女人们摇曳着纤细的腰枝，拎着镶着珍珠的小包，三两成群走在大街上，华灯初上，某某舞宴里传来热闹的人声，觥筹交错间，又是哪位风流公子邀请了情窦初开的小姑娘来到舞池中央，在徐徐歌声中展开一场追求……与政治无关，与战争无关，就是喜欢这种腐朽的资本味道,459,夜来香,偷星女孩_李某,2019-06-07 16:49:50.450,1856586277
1300,那我上辈子想必是百乐门的一个听客,419,夜来香,潘浩闻,2019-01-08 12:34:21.354,273888578
1301,02表示赞同,314,夜来香,高米-店南,2018-11-11 14:28:49.513,1362873186
1302,感觉他俩像是互换了人生一样,259,夜来香,微波虚拟位列,2019-03-12 12:17:53.554,33513928
1303,我怀疑是我们00后也老了,220,夜来香,张淇淇瑞,2019-02-22 14:33:30.592,450048728
1304,喜欢这个歌 仿佛就有一个场景在哪里  民国时期的那种别墅里 二楼卧室里 一个唱片机播放这个歌  此时 一个穿旗袍的风韵犹存女子 靠在窗边 看着外面 右手拿着半支烟,215,夜来香,王易啊啊啊啊啊,2019-06-08 00:54:13.654,372430304
1305,反对，只有亡国之人没有亡国之音，说到底是人的问题，南唐的亡国难道是后庭花？亡国的是李后主,831,苏州夜曲,道道道2013,2015-09-25 22:54:08.240,18306032
1306,过去的就过去了，邓丽君也唱何日君再来结果被国民党审查机构认为有通共嫌疑，过去的错误难道还要再犯，听歌就老老实实听歌，自我审查就能证明自己爱国？扯淡,596,苏州夜曲,道道道2013,2015-09-29 23:41:36.301,18306032
1307,什么亡国之音亡国之人啊，我看就是歌者无心，你们听者有意罢了。,517,苏州夜曲,三重梁朝伟-,2017-03-29 18:43:15.332,257594988
1308,李香兰是旧上海五大歌后之一，深爱中国的日本人，最后因，为日本人宣传，为日本人演出差点遭到枪决，后来自己证实是日本人，为自己国家表演并不犯法，才遣送回日本，后来回日本当了主持人，最后当政客连任18年，最高当到国会参议院外交委员会委员长，为中日建交做出了很多贡献。,457,苏州夜曲,陵游佩兰,2017-02-10 10:54:51.515,401505086
1309,将亡国的责任扔给一个女人，是有多没出息,383,苏州夜曲,左颂臣,2017-07-25 11:56:17.268,2174720
1310,川岛芳子晚年最常听的歌。那个年代的友谊，也是难能可贵了,277,苏州夜曲,木佳佳,2014-11-20 12:01:16.962,40643129
1311,一边煎着咸鱼，一边放着小曲，电风扇转着，小白背心穿着，大裤衩。。。。哦买噶[惊恐],241,苏州夜曲,尛菻孑,2014-11-10 21:59:05.432,34073950
1312,七十年过去了，战争成为历史，军国主义消亡了，这首歌摆脱了日本法西斯的利用，也摆脱了战后中国冠以的“问题歌曲”之名。以两种语言被传唱至今。艺术确实总被政治所摆布，却也总是超脱政治。那是因为政治藏着人性之丑，而艺术永存人性之美。政治划清人们的界限，艺术打破人们的界限。,128,苏州夜曲,唱支DJ给當听,2017-10-28 04:57:53.540,273861510
1313,看健成都观光团,72,苏州夜曲,兜兜0331,2016-05-01 12:13:39.754,68639744
1314,我是红线，你是顶针。,64,苏州夜曲,RIPGHOST,2018-08-04 14:50:50.838,399407055
1315,三十年代“大陆歌谣派”的代表作之一，音乐性就当时来说是蛮高，但对吾国民而言不得不说，亡国之音。,55,苏州夜曲,铃兰台,2015-06-23 15:26:34.124,70585912
1316,人們總是把亡國的原因歸咎為女人，像妲己，楊玉環，多可笑。繁榮昌盛的時候女人沒什麼功勞，到國亡家破時便是女人的責任了。,24,苏州夜曲,波羅的海的雪,2018-11-24 12:51:02.542,364508093
1317,陈醉，你爱的阿福本名叫钱文正，他爱你，很爱很爱你，他说的爱你的话都是真的，真的。,16,苏州夜曲,白又子,2018-05-21 21:38:32.447,339542875
1318,口口声声说爱国 连川岛芳子跟山口淑子都分不清楚 真逗 好好听歌得了 一天到晚就你有嘴会叭叭,15,苏州夜曲,Fayeeeoe,2019-03-08 21:42:24.409,330888752
1319,这里是山口淑子，川岛芳子是以前的知名日本间谍，对重庆国民政府及中共构成极大威胁。,11,苏州夜曲,乔妩,2019-02-16 10:06:00.878,1688247678
1320,听着这首歌睡着 梦都是旧的。像电影镜头里的黄昏。,51,心曲,__黑色月亮,2015-04-26 19:04:06.955,33022491
1321,白兰花，白玉兰是上海市的市花！,22,白兰花,李雪-Piano,2016-02-02 16:49:35.910,30819513
1322,老爵士  听前奏有没有想起《猫和老鼠》的开头~~~[大笑],195,别走得那么快,酱油甲,2015-01-13 13:12:30.540,402074
1323,白虹1948年主演影片《雾夜血案》中的名曲。电影里她假扮歌女，来了这么一曲，而令她心上人蒙冤的真凶，此时正在座中，被她的娇俏模样迷得神魂颠倒。,108,别走得那么快,总在这儿等,2017-01-12 05:17:16.780,52211655
1324,上海老歌其实超级好听,89,别走得那么快,moveit,2015-09-16 18:06:38.170,64648942
1325,……真是太有喜感了,48,别走得那么快,流水浮轻灯,2015-05-29 19:08:34.254,63957044
1326,白虹是前清正黄旗的格格,43,别走得那么快,渡边浜子,2017-08-08 07:09:50.051,383648260
1327,只有我一个人觉得开头和多啦A梦主题曲很像么？,10,乘风破浪,萌兔兔尤比,2017-09-21 23:41:10.629,76572144
1328,莎莎，兰州话叫美女叫莎莎。,101,莎莎再会吧,伊凡-卡拉马佐夫,2016-01-28 16:10:22.026,18204715
1329,《莎莎再会吧》出自白虹1941年主演的电影《孤岛春秋》，电影导演吴村正是这歌的词曲作者。吴村暗恋有夫之妇龚秋霞，龚秋霞的小名就是“莎莎”。歌中的“花一般的梦”“玫瑰多刺...泪难收”分别出自吴村在30年代末给龚秋霞写的花一般的梦和春风野草。襟上一朵花里也有，因为也是吴村写的。,25,莎莎再会吧,总在这儿等,2017-08-01 20:12:15.469,52211655
1330,妈呀我妈都嫌这个歌老 我居然好喜欢[大哭],446,天涯歌女,laulau_,2015-12-14 19:35:08.787,88802776
1331,才19的我😂😂😂,249,天涯歌女,无忧劫-,2015-01-06 15:28:48.713,44194264
1332,听什么类型的歌跟年龄也有反差萌的关系吗？不懂为什么总是要用半自嘲的口气强调自己几岁🙉,176,天涯歌女,轻雨浥尘乂,2017-05-21 15:37:10.447,369572706
1333,王佳芝,157,天涯歌女,顯兒,2014-10-30 16:17:10.969,9039955
1334,我是来看看有没有人是看了马路天使才喜欢这首歌的,135,天涯歌女,Evan_王,2015-05-08 15:46:12.092,57313677
1335,强调自己几岁有什么意思，琴棋书画哪个不比这些歌曲年代久远，怎么不见自嘲？事实证明，只要是真正的优秀作品，不管哪个年代都会受欢迎，这和年龄没关系各位，别再刷了各位。,26,天涯歌女,达尔齐,2019-03-28 10:37:17.512,579157194
1336,民国时期，深宅大院里。姨太太轻摇绣扇，抬头望望四方的天，数数院子里的花开了几朵。放了她喜欢的唱片，歌声幽幽怨怨回荡在宅子里……[呆],19,天涯歌女,-棠红棣雪-,2018-08-06 22:14:52.387,296790570
1337,年龄有意思吗  我刚出生 对不住了 听歌就听歌 和你年龄有关系？年纪小了能证明什么吗,18,天涯歌女,-CryWolF,2018-02-27 11:38:12.484,417256095
1338,一个广告居然能让一首老歌重新走红。真是佩服苹果的强大,5803,永远的微笑,帐号已注销,2015-02-08 00:00:04.527,17648588
1339,你离开了南京，从此没有人和我说话,4237,永远的微笑,下場雨帶著光,2014-12-07 21:27:03.783,2708087
1340,别说苹果弄红了这首歌，是这首歌成就了苹果,2905,永远的微笑,郭铁柱_,2015-09-07 10:08:56.187,1521558
1341,来自apple 广告客户端,2709,永远的微笑,JoyneChu,2015-02-02 09:28:11.810,37644757
1342,苹果广告确实怪用心的,2410,永远的微笑,小螃蟹就是要横着走,2015-02-08 20:22:16.916,30973314
1343,云音乐的黑胶唱片风格界面和这首歌搭配得实在是太赞了！,2041,永远的微笑,夏洛克福尔提莫送死去了,2015-02-05 20:43:01.760,3033836
1344,我爷爷已经不认识我了，他听到这首歌的时候说，这首歌好听,1966,永远的微笑,Guiling2084,2016-02-11 15:08:16.790,17372346
1345,我是真的很爱这些只存在民国留声机里的香气女子们  听的时候就像穿越时空  穿着开衩旗袍 高跟鞋在地板上哒哒响  留声机里正播着被禁止的靡靡之音  外面战火硝烟  歌里柔情似水……,1581,永远的微笑,喜碧伦_,2015-07-28 10:25:53.206,59379158
1346,第一次看到广告可以这么感动！感谢导演！,1525,永远的微笑,婉山乐队,2015-02-06 22:15:24.581,13073315
1347,当我老了，我希望夏日黄昏暑气减消时坐在向阳阳台的摇椅里跟白头到老的老伴儿一起听着这些动人的歌谣到月上梢头。相看两不厌。,1275,永远的微笑,一三多二,2015-02-06 22:20:23.757,31523704
1348,陈歌辛先生1940年的作曲,972,永远的微笑,lowerb,2014-03-11 20:49:44.558,9410910
1349,那个女滴叫      李凱馨      别谢我[呲牙][呲牙][呲牙][呲牙],696,永远的微笑,徐佬贰886,2015-02-09 00:47:38.634,40807569
1350,有没有女猪脚的弹唱版啊,538,永远的微笑,wwgww,2015-02-09 10:30:27.699,33210981
1351,我觉得这才是中国音乐该有的意境，全文未曾提及一个“爱”，但句句都是爱的讴歌。不像现在的某些歌，恨不得句句都是爱，让人觉得爱越来越容易说出口了，也越来越“不值钱”了。开门见山 前两句很好的定下了整首歌的感情基调，但又不会让人感到生硬 即直接奔放又婉转含蓄。这才是中国,509,永远的微笑,醍醐初鹿野,2016-07-27 11:22:07.723,95878961
1352,纪录片《人间世》第九集结尾旋律响起，张丽君坚强又让人心疼，这首歌如此契合她，仿佛就是从她心里发出来的声音。,434,永远的微笑,IUHISGNAIX54,2018-04-14 14:49:29.501,452699763
1353,谢谢你，小白兔[兔子],95,香格里拉,豆豆灰,2015-04-13 09:22:39.820,7271720
